bed_time,rise_time,times_woke_up,deep_sleep_perc,light_sleep_perc,rem_sleep_perc,night_sleep,times_woke_up_perc,total_steps,total_steps_perc
2022-3-31 23:36:00,2022-4-1 07:47:00,6,20,68,12,9:18:00,75,4463,44.63
2022-4-1 23:28:00,2022-4-2 07:42:00,7,17,52,31,8:29:00,88,4445,44.45
2022-4-2 23:28:00,2022-4-3 09:44:00,3,18,60,22,10:08:00,38,6655,66.55
2022-4-3 00:27:00,2022-4-4 09:46:00,3,17,67,16,9:53:00,38,5814,58.14
2022-4-4 23:36:00,2022-4-5 07:50:00,6,27,52,21,8:09:00,75,2319,23.19
2022-4-5 23:49:00,2022-4-6 07:56:00,4,15,66,19,11:35:00,50,2148,21.48
2022-4-6 23:40:00,2022-4-8 07:54:00,1,29,49,22,6:56:00,13,6508,65.08
2022-4-8 23:20:00,2022-4-9 07:50:00,2,18,74,8,5:27:00,25,4181,41.81
2022-4-9 23:35:00,2022-4-10 09:04:00,5,7,63,30,10:45:00,63,6570,65.7
2022-4-10 23:53:00,2022-4-12 07:43:00,1,12,62,26,6:50:00,13,10431,104.31
2022-4-12 23:41:00,2022-4-13 08:03:00,2,24,63,13,5:59:00,25,9476,94.76
2022-4-13 23:25:00,2022-4-14 08:16:00,5,19,53,28,9:36:00,63,4838,48.38
2022-4-14 23:26:00,2022-4-16 07:31:00,6,29,51,20,9:54:00,75,11542,115.42
2022-4-16 20:00:00,2022-4-18 10:21:00,4,19,62,19,8:52:00,50,6898,68.98
2022-4-18 20:48:00,2022-4-19 07:48:00,4,11,61,28,10:01:00,50,7097,70.97
2022-4-19 23:22:00,2022-4-22 09:29:00,3,24,55,21,10:08:00,38,11862,118.62
2022-4-22 00:26:00,2022-4-23 10:05:00,1,15,68,17,10:34:00,13,10764,107.64
2022-4-23 00:19:00,2022-4-24 09:35:00,3,34,42,24,7:49:00,38,7916,79.16
2022-4-24 01:09:00,2022-4-25 10:41:00,2,24,68,8,9:42:00,25,5564,55.64
2022-4-25 00:19:00,2022-4-27 10:46:00,2,11,78,11,8:40:00,25,6229,62.29
2022-4-27 00:04:00,2022-4-29 12:17:00,2,31,53,16,10:13:00,25,,0
2022-4-29 23:51:00,2022-4-30 10:49:00,2,21,60,19,8:33:00,25,,0
2022-4-30 00:54:00,2022-5-2 06:45:00,4,30,49,21,7:46:00,50,,0
2022-5-2 06:42:00,2022-5-3 11:25:00,3,37,41,22,5:55:00,38,7315,73.15
2022-5-3 23:27:00,2022-5-4 07:17:00,3,20,51,29,6:03:00,38,3297,32.97
2022-5-4 03:12:00,2022-5-5 07:28:00,1,25,50,25,9:20:00,13,5068,50.68
2022-5-5 22:49:00,2022-5-6 07:49:00,2,24,50,26,9:19:00,25,5719,57.19
2022-5-6 23:29:00,2022-5-7 07:03:00,5,19,66,15,9:54:00,63,4964,49.64
2022-5-7 00:38:00,2022-5-8 08:00:00,4,20,58,22,10:14:00,50,2441,24.41
2022-5-8 20:00:00,2022-5-9 08:00:00,2,16,70,14,7:44:00,25,2745,27.45
2022-5-9 20:00:00,2022-5-10 07:56:00,5,25,58,17,10:29:00,63,7442,74.42
2022-5-10 00:04:00,2022-5-11 07:28:00,3,20,56,24,7:37:00,38,4963,49.63
2022-5-11 23:25:00,2022-5-12 06:30:00,4,20,47,33,9:02:00,50,4427,44.27
2022-5-12 23:47:00,2022-5-13 07:22:00,5,11,75,14,8:40:00,63,3698,36.98
2022-5-13 23:03:00,2022-5-14 07:30:00,1,19,54,27,7:28:00,13,4270,42.7
2022-5-14 23:41:00,2022-5-15 10:03:00,5,27,63,10,7:34:00,63,10620,106.2
2022-5-15 23:50:00,2022-5-16 07:56:00,4,22,59,19,9:48:00,50,4217,42.17
2022-5-16 23:27:00,2022-5-17 07:14:00,3,13,72,15,7:37:00,38,3845,38.45
2022-5-17 23:06:00,2022-5-18 08:01:00,3,12,64,24,10:08:00,38,3452,34.52
2022-5-18 23:07:00,2022-5-19 07:59:00,3,24,54,22,9:02:00,38,4902,49.02
2022-5-19 23:08:00,2022-5-20 06:31:00,5,37,45,18,9:37:00,63,4289,42.89
2022-5-20 23:04:00,2022-5-21 06:30:00,5,38,43,19,7:43:00,63,7318,73.18
2022-5-21 01:01:00,2022-5-22 09:26:00,2,26,46,28,8:10:00,25,6255,62.55
2022-5-22 00:50:00,2022-5-23 10:08:00,3,28,43,29,7:39:00,38,9902,99.02
2022-5-23 00:28:00,2022-5-24 06:29:00,0,21,61,18,6:30:00,0,6918,69.18
2022-5-24 23:35:00,2022-5-25 06:19:00,5,25,54,21,8:58:00,63,3434,34.34
2022-5-25 22:52:00,2022-5-26 07:35:00,4,24,57,19,7:38:00,50,4093,40.93
2022-5-26 23:40:00,2022-5-27 06:00:00,2,13,54,33,9:38:00,25,7489,74.89
2022-5-27 22:47:00,2022-5-28 07:23:00,3,24,46,30,8:21:00,38,5503,55.03
2022-5-28 00:01:00,2022-5-29 09:54:00,2,16,54,30,6:11:00,25,7849,78.49
2022-5-29 00:42:00,2022-5-29 09:59:00,2,33,41,26,8:37:00,25,4913,49.13
2022-5-29 23:28:00,2022-5-31 07:29:00,3,32,39,29,6:29:00,38,7605,76.05
2022-5-31 23:16:00,2022-6-1 05:46:00,2,17,67,16,5:52:00,25,3787,37.87
2022-6-1 23:50:00,2022-6-2 07:55:00,2,19,63,18,8:59:00,25,2708,27.08
2022-6-2 23:50:00,2022-6-3 08:05:00,1,16,64,20,8:21:00,13,5419,54.19
2022-6-3 23:11:00,2022-6-4 07:20:00,2,21,69,10,7:11:00,25,3953,39.53
2022-6-4 23:48:00,2022-6-5 10:02:00,1,24,59,17,7:15:00,13,2495,24.95
2022-6-5 00:29:00,2022-6-6 09:50:00,2,29,48,23,8:41:00,25,6243,62.43
2022-6-6 02:11:00,2022-6-7 10:04:00,2,25,54,21,8:00:00,25,8614,86.14
2022-6-7 23:47:00,2022-6-8 07:35:00,2,23,56,21,7:37:00,25,7295,72.95
2022-6-8 23:09:00,2022-6-9 09:23:00,2,18,70,12,8:02:00,25,5300,53
2022-6-9 23:42:00,2022-6-10 07:47:00,2,29,46,25,10:12:00,25,11155,111.55
2022-6-10 00:04:00,2022-6-11 07:41:00,2,19,62,19,8:14:00,25,7758,77.58
2022-6-11 01:52:00,2022-6-12 10:51:00,2,18,59,23,7:15:00,25,4948,49.48
2022-6-12 00:38:00,2022-6-13 10:11:00,2,26,59,15,6:42:00,25,5857,58.57
2022-6-13 23:08:00,2022-6-14 07:02:00,2,28,49,23,7:13:00,25,3896,38.96
2022-6-14 00:13:00,2022-6-15 12:11:00,4,21,65,14,10:24:00,50,3248,32.48
2022-6-15 23:38:00,2022-6-16 08:09:00,2,9,76,15,19:06:00,25,6997,69.97
2022-6-16 00:33:00,2022-6-17 11:29:00,3,15,70,15,9:50:00,38,4613,46.13
2022-6-17 01:29:00,2022-6-18 12:28:00,2,13,59,28,7:22:00,25,4567,45.67
2022-6-18 00:37:00,2022-6-19 10:15:00,4,19,65,16,8:42:00,50,1973,19.73
2022-6-19 01:18:00,2022-6-20 10:42:00,1,15,78,7,4:04:00,13,9158,91.58
2022-6-20 00:45:00,2022-6-21 06:59:00,3,31,49,20,7:32:00,38,2854,28.54
2022-6-21 00:01:00,2022-6-22 00:06:42,2,22,62,16,4:40:00,25,6239,62.39
2022-6-22 23:46:00,2022-6-23 07:52:00,2,20,56,24,5:34:00,25,7511,75.11
2022-6-23 23:42:00,2022-6-24 08:31:00,3,20,58,22,10:44:00,38,10473,104.73
2022-6-24 22:52:00,2022-6-25 09:07:00,8,19,68,13,10:40:00,100,3963,39.63
2022-6-25 23:44:00,2022-6-26 08:34:00,4,26,51,23,9:53:00,50,4402,44.02
2022-6-26 23:11:00,2022-6-27 09:07:00,3,16,67,17,9:14:00,38,13163,131.63
2022-6-27 23:36:00,2022-6-28 07:50:00,8,18,66,16,8:41:00,100,9669,96.69
2022-6-28 23:23:00,2022-6-30 10:02:00,5,24,49,27,9:18:00,63,5920,59.2
2022-6-30 23:25:00,2022-7-1 09:53:00,3,16,62,22,9:48:00,38,10240,102.4
2022-7-1 23:16:00,2022-7-3 09:33:00,3,18,64,18,10:15:00,38,1279,12.79
2022-7-3 00:10:00,2022-7-4 09:14:00,1,0,97,3,14:20:00,13,4662,46.62
2022-7-4 23:40:00,2022-7-5 10:58:00,2,25,52,23,7:37:00,25,4844,48.44
2022-7-5 22:02:00,2022-7-6 09:37:00,4,12,72,16,8:20:00,50,4477,44.77
2022-7-6 23:35:00,2022-7-8 09:28:00,2,18,63,19,7:47:00,25,6344,63.44
2022-7-8 04:43:00,2022-7-7 07:01:00,4,26,54,20,9:36:00,50,6770,67.7
2022-7-7 23:56:00,2022-7-9 06:27:00,2,37,45,18,7:38:00,25,5258,52.58
2022-7-9 23:33:00,2022-7-10 10:34:00,2,11,57,32,9:16:00,25,5955,59.55
2022-7-10 00:08:00,2022-7-13 05:44:00,2,23,62,15,8:22:00,25,6398,63.98
2022-7-13 00:47:00,2022-7-14 10:39:00,2,19,60,21,8:07:00,25,4621,46.21
2022-7-14 23:51:00,2022-7-15 06:53:00,3,21,67,12,7:39:00,38,1079,10.79
2022-7-15 23:14:00,2022-7-16 08:00:00,5,15,70,15,10:48:00,63,9210,92.1
2022-7-16 01:21:00,2022-7-17 09:54:00,3,22,55,23,8:06:00,38,9191,91.91
2022-7-17 01:00:00,2022-7-18 11:07:00,4,18,56,26,8:56:00,50,3635,36.35
2022-7-18 23:55:00,2022-7-19 10:30:00,4,19,65,16,9:55:00,50,6766,67.66
2022-7-19 01:01:00,2022-7-20 10:18:00,2,35,43,22,8:06:00,25,4646,46.46
2022-7-20 20:36:00,2022-7-21 07:30:00,4,19,66,15,7:54:00,50,14832,148.32
2022-7-21 23:45:00,2022-7-23 10:14:00,2,20,61,19,8:00:00,25,3755,37.55
2022-7-23 01:15:00,2022-7-22 09:43:00,3,13,67,20,9:03:00,38,4790,47.9
2022-7-22 23:42:00,2022-7-26 08:27:00,2,13,56,31,7:16:00,25,4123,41.23
2022-7-26 22:25:00,2022-7-28 09:18:00,4,11,68,21,8:06:00,50,4312,43.12
2022-7-28 00:13:00,2022-7-29 09:22:00,3,14,60,26,9:10:00,38,4246,42.46
2022-7-29 01:23:00,2022-7-30 09:49:00,2,10,76,14,8:09:00,25,7516,75.16
2022-7-30 00:52:00,2022-7-31 11:06:00,0,21,58,21,3:47:00,0,4009,40.09
2022-7-31 01:37:00,2022-8-1 10:23:00,2,12,63,25,6:04:00,25,9925,99.25
2022-8-1 00:11:00,2022-8-2 10:12:00,3,16,66,18,7:51:00,38,5498,54.98
2022-8-2 01:09:00,2022-8-3 10:29:00,6,16,62,22,10:42:00,75,5007,50.07
2022-8-3 22:59:00,2022-8-6 07:27:00,2,13,63,24,8:10:00,25,1654,16.54
2022-8-6 23:47:00,2022-8-7 10:28:00,4,16,60,24,9:13:00,50,4953,49.53
2022-8-7 00:59:00,2022-8-8 09:43:00,3,12,67,21,8:54:00,38,8864,88.64
2022-8-8 00:03:00,2022-8-9 10:29:00,3,16,71,13,8:21:00,38,6411,64.11
2022-8-9 00:41:00,2022-8-10 10:00:00,1,18,66,16,3:38:00,13,4568,45.68
2022-8-10 02:23:00,2022-8-11 10:38:00,3,22,56,22,7:59:00,38,9802,98.02
2022-8-11 02:50:00,2022-8-12 08:00:00,3,20,64,16,7:29:00,38,1273,12.73
2022-8-12 20:00:00,2022-8-13 11:43:00,4,18,69,13,9:22:00,50,7713,77.13
2022-8-13 01:01:00,2022-8-14 11:22:00,2,18,60,22,9:15:00,25,3665,36.65
2022-8-14 02:08:00,2022-8-16 12:14:00,4,29,49,22,8:04:00,50,9480,94.8
2022-8-16 00:34:00,2022-8-18 10:24:00,3,21,59,20,7:15:00,38,4248,42.48
2022-8-18 23:49:00,2022-8-19 10:14:00,3,18,61,21,6:43:00,38,3776,37.76
2022-8-19 00:25:00,2022-8-20 12:08:00,3,17,68,15,7:00:00,38,3878,38.78
2022-8-20 01:41:00,2022-8-21 10:20:00,4,15,73,12,9:54:00,50,12411,124.11
2022-8-21 00:38:00,2022-8-22 10:57:00,4,13,79,8,9:23:00,50,6552,65.52
2022-8-22 00:59:00,2022-8-23 11:23:00,2,22,57,21,8:52:00,25,3563,35.63
2022-8-23 01:45:00,2022-8-24 08:36:00,3,27,55,18,7:16:00,38,7068,70.68
2022-8-24 23:46:00,2022-8-25 11:09:00,4,22,66,12,10:21:00,50,4781,47.81
2022-8-25 02:50:00,2022-8-28 08:15:00,2,15,65,20,6:53:00,25,11666,116.66
2022-8-28 02:11:00,2022-8-29 10:32:00,2,19,60,21,6:38:00,25,8746,87.46
2022-8-29 00:43:00,2022-8-30 10:35:00,0,2,95,3,5:14:00,0,4452,44.52
2022-8-30 00:08:00,2022-8-31 09:13:00,3,11,72,17,8:33:00,38,5733,57.33
2022-8-31 00:52:00,2022-9-2 09:39:00,5,10,75,15,11:59:00,63,3243,32.43
2022-9-2 00:59:00,2022-9-3 10:23:00,4,16,67,17,9:53:00,50,5338,53.38
2022-9-3 00:10:00,2022-9-4 11:15:00,4,13,75,12,16:59:00,50,5779,57.79
2022-9-4 01:37:00,2022-9-5 09:32:00,4,22,66,12,7:30:00,50,2127,21.27
2022-9-5 23:48:00,2022-9-6 09:12:00,0,0,98,2,20:00:00,0,7777,77.77
2022-9-6 23:03:00,2022-9-8 09:00:00,4,13,78,9,14:49:00,50,5820,58.2
2022-9-8 23:26:00,2022-9-9 08:27:00,2,24,60,16,7:13:00,25,11696,116.96
2022-9-9 23:35:00,2022-9-10 09:06:00,3,16,68,16,8:07:00,38,8176,81.76
2022-9-10 23:24:00,2022-9-11 09:08:00,1,12,68,20,7:05:00,13,4534,45.34
2022-9-11 00:36:00,2022-9-12 09:09:00,3,14,63,23,6:48:00,38,9804,98.04
2022-9-12 23:38:00,2022-9-13 09:04:00,2,11,73,16,9:27:00,25,9219,92.19
2022-9-13 23:59:00,2022-9-15 08:11:00,2,17,67,16,8:17:00,25,5151,51.51
2022-9-15 22:54:00,2022-9-16 07:30:00,7,17,61,22,7:35:00,88,9536,95.36
2022-9-16 23:13:00,2022-9-17 09:29:00,4,24,60,16,6:48:00,50,6453,64.53
2022-9-17 23:51:00,2022-9-18 09:54:00,1,30,51,19,3:05:00,13,10235,102.35
2022-9-18 00:02:00,2022-9-25 14:13:00,2,27,47,26,7:16:00,25,2702,27.02
2022-9-25 01:37:00,2022-9-26 09:59:00,3,25,60,15,7:51:00,38,3551,35.51
2022-9-26 00:20:00,2022-9-27 08:58:00,1,20,60,20,8:03:00,13,13679,136.79
2022-9-27 23:30:00,2022-9-28 08:04:00,2,11,65,24,9:00:00,25,4118,41.18
2022-9-28 00:13:00,2022-9-29 06:52:00,1,26,51,23,7:07:00,13,8440,84.4
2022-9-29 23:26:00,2022-9-30 09:43:00,2,14,69,17,7:16:00,25,6603,66.03
2022-9-30 23:40:00,2022-10-1 08:18:00,1,11,64,25,6:59:00,13,5107,51.07
2022-10-1 23:59:00,2022-10-2 09:09:00,1,19,65,16,7:11:00,13,12322,123.22
2022-10-2 01:20:00,2022-10-4 09:38:00,2,25,56,19,7:08:00,25,1921,19.21
2022-10-4 02:14:00,2022-10-5 09:54:00,3,18,57,25,8:51:00,38,3706,37.06
2022-10-5 00:56:00,2022-10-6 09:12:00,2,12,73,15,8:08:00,25,8784,87.84
2022-10-6 00:10:00,2022-10-7 09:38:00,2,9,66,25,8:50:00,25,8465,84.65
2022-10-7 07:44:00,2022-10-8 00:09:00,3,14,76,10,6:40:00,38,6624,66.24
2022-10-8 01:24:00,2022-10-9 10:11:00,1,16,72,12,6:58:00,13,16440,164.4
2022-10-9 02:20:00,2022-10-10 10:11:00,2,15,67,18,8:30:00,25,5905,59.05
2022-10-10 23:38:00,2022-10-11 08:57:00,3,18,58,24,7:12:00,38,10392,103.92
2022-10-11 23:38:00,2022-10-12 09:50:00,1,25,54,21,9:18:00,13,6232,62.32
2022-10-12 00:28:00,2022-10-13 08:45:00,2,14,61,25,7:03:00,25,5694,56.94
2022-10-13 23:50:00,2022-10-14 08:56:00,1,18,61,21,7:46:00,13,7738,77.38
2022-10-14 00:28:00,2022-10-15 08:22:00,3,27,52,21,8:15:00,38,9502,95.02
2022-10-15 23:44:00,2022-10-16 09:56:00,2,25,55,20,7:13:00,25,5004,50.04
2022-10-16 23:02:00,2022-10-17 10:35:00,2,19,67,14,8:55:00,25,5543,55.43
2022-10-17 23:50:00,2022-10-18 08:44:00,1,26,53,21,7:36:00,13,8384,83.84
2022-10-18 23:45:00,2022-10-19 10:03:00,2,29,53,18,7:18:00,25,6538,65.38
2022-10-19 23:20:00,2022-10-20 09:25:00,2,13,63,24,7:28:00,25,8366,83.66
2022-10-20 23:47:00,2022-10-21 09:27:00,1,21,57,22,7:58:00,13,3044,30.44
