bed_time,rise_time,times_woke_up,deep_sleep_perc,light_sleep_perc,rem_sleep_perc,night_sleep,times_woke_up_perc,total_steps,total_steps_perc
2021-5-19 23:21:00,2021-5-21 03:56:00,0,13,62,25,4:35:00,0,4384,43.84
2021-5-21 23:12:00,2021-5-20 08:36:00,4,17,50,33,8:50:00,50,6355,63.55
2021-5-20 22:28:00,2021-5-22 07:18:00,2,30,44,26,8:28:00,25,3381,33.81
2021-5-22 23:27:00,2021-5-24 09:23:00,1,28,49,23,9:36:00,13,6521,65.21
2021-5-24 23:26:00,2021-5-25 04:00:00,1,15,63,22,4:32:00,13,3306,33.06
2021-5-25 22:28:00,2021-5-26 05:56:00,1,21,61,18,7:16:00,13,8048,80.48
2021-5-26 23:32:00,2021-5-27 08:42:00,2,24,46,30,9:02:00,25,6396,63.96
2021-5-27 23:38:00,2021-5-28 08:03:00,2,17,65,18,8:03:00,25,2867,28.67
2021-5-28 22:40:00,2021-5-29 04:34:00,2,34,42,24,5:49:00,25,5083,50.83
2021-5-29 23:24:00,2021-5-30 08:00:00,1,22,54,24,8:32:00,13,6145,61.45
2021-5-30 00:16:00,2021-6-2 09:07:00,2,16,65,19,8:42:00,25,1002,10.02
2021-6-2 23:55:00,2021-6-3 07:30:00,1,15,63,22,7:10:00,13,7281,72.81
2021-6-3 22:53:00,2021-6-4 09:50:00,3,23,64,13,10:30:00,38,12132,121.32
2021-6-4 23:19:00,2021-6-5 08:22:00,3,25,46,29,8:40:00,38,4956,49.56
2021-6-5 00:12:00,2021-6-6 08:17:00,2,26,46,28,7:33:00,25,7676,76.76
2021-6-6 00:41:00,2021-6-7 10:44:00,3,25,59,16,9:27:00,38,12399,123.99
2021-6-7 00:01:00,2021-6-8 06:45:00,4,21,65,14,4:55:00,50,3291,32.91
2021-6-8 22:54:00,2021-6-9 07:32:00,1,21,61,18,8:25:00,13,823,8.23
2021-6-9 00:14:00,2021-6-10 06:04:00,2,17,66,17,5:21:00,25,9835,98.35
2021-6-10 01:30:00,2021-6-11 09:30:00,1,24,54,22,7:51:00,13,16416,164.16
2021-6-11 23:20:00,2021-6-12 09:06:00,2,25,56,19,9:08:00,25,10239,102.39
2021-6-12 00:24:00,2021-6-13 09:11:00,3,27,58,15,8:11:00,38,13308,133.08
2021-6-13 00:11:00,2021-6-14 08:26:00,1,18,57,25,7:50:00,13,16329,163.29
2021-6-14 23:42:00,2021-6-15 09:30:00,1,16,61,23,9:36:00,13,10261,102.61
2021-6-15 23:48:00,2021-6-16 06:16:00,1,21,56,23,6:15:00,13,12225,122.25
2021-6-16 23:39:00,2021-6-17 09:25:00,2,19,55,26,9:20:00,25,5928,59.28
2021-6-17 23:36:00,2021-6-18 07:34:00,2,22,60,18,7:36:00,25,4300,43
2021-6-18 23:26:00,2021-6-19 08:46:00,3,14,62,24,9:03:00,38,7754,77.54
2021-6-19 23:31:00,2021-6-20 08:41:00,3,17,64,19,8:55:00,38,14717,147.17
2021-6-20 23:37:00,2021-6-21 09:10:00,5,22,61,17,8:47:00,63,24911,249.11
2021-6-21 23:25:00,2021-6-22 08:02:00,4,18,62,20,7:44:00,50,2953,29.53
2021-6-22 23:34:00,2021-6-23 07:36:00,1,28,48,24,7:52:00,13,4081,40.81
2021-6-23 23:23:00,2021-6-24 08:30:00,2,20,61,19,8:54:00,25,5013,50.13
2021-6-24 23:09:00,2021-6-25 06:26:00,3,22,50,28,6:47:00,38,9016,90.16
2021-6-25 23:09:00,2021-6-26 07:06:00,1,22,59,19,7:41:00,13,3715,37.15
2021-6-26 00:14:00,2021-6-27 08:55:00,3,26,49,25,8:18:00,38,11843,118.43
2021-6-27 00:17:00,2021-6-28 09:22:00,4,19,47,34,8:35:00,50,16664,166.64
2021-6-28 23:22:00,2021-6-29 06:59:00,3,35,39,26,7:30:00,38,3704,37.04
2021-6-29 23:05:00,2021-6-30 06:59:00,2,17,59,24,7:44:00,25,3428,34.28
2021-6-30 23:00:00,2021-7-1 08:01:00,4,14,66,20,8:37:00,50,2489,24.89
2021-7-1 23:33:00,2021-7-2 07:12:00,1,15,60,25,7:33:00,13,3649,36.49
2021-7-2 22:53:00,2021-7-4 07:28:00,3,22,54,24,8:12:00,38,2762,27.62
2021-7-4 00:01:00,2021-7-5 06:39:00,2,23,46,31,6:19:00,25,6217,62.17
2021-7-5 23:13:00,2021-7-6 06:05:00,1,18,68,14,6:41:00,13,8176,81.76
2021-7-6 00:42:00,2021-7-7 07:31:00,1,23,62,15,7:32:00,13,4590,45.9
2021-7-7 23:14:00,2021-7-8 07:11:00,2,23,47,30,7:52:00,25,5932,59.32
2021-7-8 22:55:00,2021-7-9 07:30:00,2,14,62,24,8:24:00,25,4113,41.13
2021-7-9 23:24:00,2021-7-10 07:39:00,2,19,58,23,8:09:00,25,2285,22.85
2021-7-10 00:14:00,2021-7-11 10:01:00,2,20,60,20,9:35:00,25,17698,176.98
2021-7-11 00:11:00,2021-7-12 09:47:00,2,12,67,21,9:10:00,25,17510,175.1
2021-7-12 23:05:00,2021-7-13 06:24:00,2,19,57,24,7:05:00,25,2342,23.42
2021-7-13 23:25:00,2021-7-14 05:27:00,1,21,51,28,6:00:00,13,3825,38.25
2021-7-14 23:00:00,2021-7-15 07:00:00,2,21,63,16,7:47:00,25,6569,65.69
2021-7-15 23:00:00,2021-7-16 07:36:00,1,20,48,32,8:26:00,13,5834,58.34
2021-7-16 23:20:00,2021-7-17 07:38:00,3,22,55,23,7:58:00,38,4067,40.67
2021-7-17 23:38:00,2021-7-18 07:55:00,1,27,50,23,8:00:00,13,5943,59.43
2021-7-18 00:08:00,2021-7-19 10:12:00,2,20,59,21,9:41:00,25,9399,93.99
2021-7-19 22:56:00,2021-7-20 06:59:00,3,16,58,26,7:38:00,38,3175,31.75
2021-7-20 23:48:00,2021-7-21 07:35:00,3,14,64,22,7:21:00,38,7144,71.44
2021-7-21 23:15:00,2021-7-22 06:55:00,1,20,62,18,7:36:00,13,3185,31.85
2021-7-22 21:07:00,2021-7-23 06:59:00,1,25,56,19,7:30:00,13,7191,71.91
2021-7-23 23:43:00,2021-7-24 06:56:00,3,24,44,32,6:59:00,38,4089,40.89
2021-7-24 00:34:00,2021-7-25 08:23:00,2,29,41,30,7:30:00,25,21394,213.94
2021-7-25 00:54:00,2021-7-26 09:20:00,1,20,62,18,8:18:00,13,5404,54.04
2021-7-26 23:48:00,2021-7-27 07:01:00,1,27,47,26,6:55:00,13,2275,22.75
2021-7-27 23:02:00,2021-7-28 05:49:00,1,25,58,17,6:27:00,13,3998,39.98
2021-7-28 22:48:00,2021-7-29 07:36:00,1,21,58,21,8:37:00,13,7053,70.53
2021-7-29 23:19:00,2021-7-30 06:28:00,1,15,61,24,7:02:00,13,5088,50.88
2021-7-30 23:10:00,2021-7-31 07:21:00,2,21,56,23,8:04:00,25,3181,31.81
2021-7-31 00:43:00,2021-8-1 06:51:00,1,37,43,20,5:46:00,13,20632,206.32
2021-8-1 00:22:00,2021-8-2 10:46:00,2,23,49,28,10:05:00,25,18682,186.82
2021-8-2 23:32:00,2021-8-3 07:10:00,2,29,38,33,7:07:00,25,6958,69.58
2021-8-3 23:18:00,2021-8-4 07:11:00,1,27,46,27,7:52:00,13,3450,34.5
2021-8-4 23:07:00,2021-8-5 07:17:00,2,29,44,27,7:54:00,25,10041,100.41
2021-8-5 23:20:00,2021-8-6 07:01:00,1,17,56,27,7:37:00,13,4811,48.11
2021-8-6 23:15:00,2021-8-7 07:06:00,1,26,46,28,7:44:00,13,2848,28.48
2021-8-7 23:37:00,2021-8-8 09:01:00,2,21,60,19,9:06:00,25,18574,185.74
2021-8-8 00:23:00,2021-8-9 08:14:00,2,17,62,21,7:41:00,25,8342,83.42
2021-8-9 00:20:00,2021-8-11 10:17:00,3,13,63,24,9:15:00,38,19589,195.89
2021-8-11 23:07:00,2021-8-12 07:07:00,1,23,54,23,7:59:00,13,3670,36.7
2021-8-12 23:21:00,2021-8-13 08:01:00,3,15,67,18,8:10:00,38,10193,101.93
2021-8-13 23:38:00,2021-8-14 07:07:00,2,25,43,32,7:27:00,25,3716,37.16
2021-8-14 00:02:00,2021-8-15 09:14:00,2,16,53,31,8:57:00,25,17062,170.62
2021-8-15 00:33:00,2021-8-16 09:58:00,3,33,40,27,8:48:00,38,17105,171.05
2021-8-16 23:07:00,2021-8-17 07:05:00,2,15,63,22,7:43:00,25,7141,71.41
2021-8-17 23:17:00,2021-8-18 07:20:00,1,17,49,34,7:45:00,13,3488,34.88
2021-8-18 23:24:00,2021-8-19 07:17:00,1,13,72,15,7:43:00,13,12687,126.87
2021-8-19 23:48:00,2021-8-20 07:54:00,1,17,63,20,8:02:00,13,6306,63.06
2021-8-20 23:33:00,2021-8-21 07:34:00,1,18,48,34,7:56:00,13,2020,20.2
2021-8-21 23:35:00,2021-8-22 09:20:00,2,9,54,37,9:34:00,25,9897,98.97
2021-8-22 23:38:00,2021-8-23 09:43:00,1,18,60,22,9:43:00,13,5537,55.37
2021-8-23 23:19:00,2021-8-24 06:59:00,3,29,48,23,7:28:00,38,4422,44.22
2021-8-24 23:24:00,2021-8-25 07:53:00,3,19,56,25,8:14:00,38,4237,42.37
2021-8-25 23:02:00,2021-8-26 07:18:00,2,16,64,20,7:57:00,25,7906,79.06
2021-8-26 23:03:00,2021-8-27 07:33:00,1,23,50,27,8:06:00,13,2248,22.48
2021-8-27 23:30:00,2021-8-28 07:30:00,1,27,44,29,7:46:00,13,2319,23.19
2021-8-28 00:02:00,2021-8-29 09:17:00,2,8,60,32,8:57:00,25,10868,108.68
2021-8-29 00:46:00,2021-8-30 10:45:00,2,17,53,30,9:52:00,25,1207,12.07
2021-8-30 23:41:00,2021-8-31 07:29:00,2,18,60,22,7:30:00,25,1775,17.75
2021-8-31 23:17:00,2021-9-1 07:29:00,2,20,58,22,7:53:00,25,,0
2021-9-1 00:11:00,2021-9-2 07:34:00,2,17,59,24,7:18:00,25,5602,56.02
2021-9-2 23:12:00,2021-9-3 07:42:00,2,14,54,32,8:10:00,25,4513,45.13
2021-9-3 23:04:00,2021-9-4 07:27:00,2,9,66,25,8:11:00,25,2579,25.79
2021-9-4 00:17:00,2021-9-5 09:39:00,1,18,58,24,8:56:00,13,12101,121.01
2021-9-5 23:21:00,2021-9-6 06:41:00,3,23,64,13,7:03:00,38,7457,74.57
2021-9-6 23:22:00,2021-9-8 08:00:00,2,23,53,24,8:32:00,25,6843,68.43
2021-9-8 23:00:00,2021-9-9 07:17:00,1,24,60,16,8:12:00,13,5339,53.39
2021-9-9 23:26:00,2021-9-10 07:39:00,1,29,33,38,8:02:00,13,7603,76.03
2021-9-10 23:20:00,2021-9-11 07:44:00,2,17,60,23,8:05:00,25,5920,59.2
2021-9-11 23:58:00,2021-9-12 08:29:00,2,30,53,17,8:24:00,25,12595,125.95
2021-9-12 23:47:00,2021-9-13 08:48:00,1,21,62,17,8:37:00,13,5354,53.54
2021-9-13 23:36:00,2021-9-14 07:34:00,3,23,61,16,7:53:00,38,3334,33.34
2021-9-14 23:15:00,2021-9-16 07:48:00,2,22,59,19,8:08:00,25,3623,36.23
2021-9-16 23:42:00,2021-9-17 07:50:00,3,22,56,22,7:58:00,38,4942,49.42
2021-9-17 23:19:00,2021-9-18 07:53:00,3,22,66,12,8:06:00,38,3822,38.22
2021-9-18 23:59:00,2021-9-19 09:30:00,3,31,46,23,8:43:00,38,9599,95.99
2021-9-19 00:53:00,2021-9-20 09:54:00,3,9,59,32,8:38:00,38,2489,24.89
2021-9-20 23:41:00,2021-9-21 07:47:00,1,19,60,21,8:00:00,13,3047,30.47
2021-9-21 23:53:00,2021-9-22 07:44:00,2,25,57,18,7:36:00,25,6552,65.52
2021-9-22 23:30:00,2021-9-23 07:42:00,1,24,56,20,8:00:00,13,2733,27.33
2021-9-23 23:28:00,2021-9-24 07:47:00,1,24,49,27,8:15:00,13,3516,35.16
2021-9-24 00:26:00,2021-9-25 10:46:00,2,23,54,23,10:06:00,25,17810,178.1
2021-9-25 01:17:00,2021-9-26 09:55:00,2,25,58,17,8:27:00,25,13021,130.21
2021-9-26 00:36:00,2021-9-27 11:13:00,4,9,83,8,10:21:00,50,3544,35.44
2021-9-27 00:12:00,2021-9-28 07:58:00,3,19,70,11,7:30:00,38,6923,69.23
2021-9-28 23:08:00,2021-9-29 07:34:00,2,26,57,17,8:09:00,25,3007,30.07
2021-9-29 23:38:00,2021-9-30 07:37:00,1,23,51,26,7:30:00,13,5524,55.24
2021-9-30 05:56:00,2021-10-1 07:42:00,2,24,59,17,8:13:00,25,4388,43.88
2021-10-1 00:05:00,2021-10-2 07:28:00,1,26,56,18,7:16:00,13,7587,75.87
2021-10-2 23:59:00,2021-10-3 05:44:00,1,23,59,18,5:40:00,13,17273,172.73
2021-10-3 23:54:00,2021-10-5 11:30:00,2,16,60,24,10:56:00,25,6159,61.59
2021-10-5 23:45:00,2021-10-6 07:36:00,2,21,58,21,7:38:00,25,3273,32.73
2021-10-6 23:21:00,2021-10-7 07:31:00,1,18,64,18,8:09:00,13,2838,28.38
2021-10-7 23:15:00,2021-10-8 07:18:00,2,17,65,18,7:57:00,25,6725,67.25
2021-10-8 23:51:00,2021-10-9 07:43:00,1,30,52,18,7:47:00,13,4625,46.25
2021-10-9 23:33:00,2021-10-10 09:06:00,3,22,58,20,9:16:00,38,7096,70.96
2021-10-10 00:53:00,2021-10-11 09:23:00,2,29,45,26,8:23:00,25,6305,63.05
2021-10-11 23:58:00,2021-10-13 07:32:00,0,31,53,16,7:34:00,0,4331,43.31
2021-10-13 23:56:00,2021-10-14 07:49:00,3,16,58,26,7:31:00,38,3484,34.84
2021-10-14 23:28:00,2021-10-15 09:01:00,4,24,58,18,9:16:00,50,4079,40.79
2021-10-15 23:14:00,2021-10-17 07:41:00,3,25,56,19,7:57:00,38,7385,73.85
2021-10-17 20:31:00,2021-10-18 10:48:00,5,11,71,18,13:14:00,63,17223,172.23
2021-10-18 00:10:00,2021-10-19 07:45:00,2,22,53,25,6:58:00,25,2932,29.32
2021-10-19 23:26:00,2021-10-20 07:46:00,0,33,47,20,8:20:00,0,1196,11.96
2021-10-20 23:47:00,2021-10-21 07:57:00,1,21,50,29,8:01:00,13,2939,29.39
2021-10-21 23:44:00,2021-10-22 07:59:00,1,19,57,24,8:00:00,13,5574,55.74
2021-10-22 23:30:00,2021-10-23 07:36:00,3,13,53,34,7:42:00,38,2545,25.45
2021-10-23 23:30:00,2021-10-25 09:04:00,1,23,49,28,9:25:00,13,14691,146.91
2021-10-25 23:08:00,2021-10-26 07:34:00,2,21,49,30,8:03:00,25,7588,75.88
2021-10-26 23:15:00,2021-10-27 07:44:00,1,36,41,23,8:23:00,13,3808,38.08
2021-10-27 23:22:00,2021-10-28 07:29:00,1,25,54,21,7:53:00,13,3743,37.43
2021-10-28 23:28:00,2021-10-29 06:41:00,3,19,56,25,7:03:00,38,11647,116.47
2021-10-29 23:39:00,2021-10-30 07:19:00,2,15,54,31,7:33:00,25,2766,27.66
2021-10-30 00:09:00,2021-11-1 09:05:00,3,17,69,14,8:28:00,38,5859,58.59
2021-11-1 23:57:00,2021-11-2 07:48:00,1,10,55,35,7:50:00,13,10448,104.48
2021-11-2 22:54:00,2021-11-3 07:21:00,2,22,60,18,8:09:00,25,3470,34.7
2021-11-3 23:39:00,2021-11-4 07:22:00,1,17,64,19,7:34:00,13,6366,63.66
2021-11-4 23:42:00,2021-11-5 07:45:00,2,25,56,19,7:41:00,25,6877,68.77
2021-11-5 23:20:00,2021-11-6 07:32:00,1,25,50,25,7:59:00,13,5657,56.57
2021-11-6 23:56:00,2021-11-8 08:31:00,2,14,57,29,8:21:00,25,8783,87.83
2021-11-8 23:15:00,2021-11-9 07:21:00,2,23,59,18,7:56:00,25,6054,60.54
2021-11-9 00:20:00,2021-11-10 07:31:00,2,23,47,30,6:55:00,25,7038,70.38
2021-11-10 23:21:00,2021-11-11 07:34:00,1,33,41,26,8:10:00,13,3282,32.82
2021-11-11 23:39:00,2021-11-12 07:56:00,1,24,60,16,8:07:00,13,7839,78.39
2021-11-12 23:13:00,2021-11-13 07:26:00,2,31,51,18,8:03:00,25,5081,50.81
2021-11-13 23:29:00,2021-11-14 09:01:00,3,13,66,21,9:21:00,38,10396,103.96
2021-11-14 23:47:00,2021-11-16 09:34:00,2,22,52,26,9:32:00,25,9502,95.02
2021-11-16 23:30:00,2021-11-17 07:49:00,5,18,67,15,8:11:00,63,6693,66.93
2021-11-17 23:28:00,2021-11-18 07:35:00,2,16,63,21,7:55:00,25,10008,100.08
2021-11-18 23:13:00,2021-11-19 07:50:00,1,24,58,18,8:25:00,13,2225,22.25
2021-11-19 23:29:00,2021-11-20 07:47:00,1,28,51,21,8:06:00,13,9258,92.58
2021-11-20 00:23:00,2021-11-21 09:06:00,2,15,64,21,8:18:00,25,6629,66.29
2021-11-21 23:54:00,2021-11-22 11:41:00,2,25,55,20,11:13:00,25,6760,67.6
2021-11-22 00:12:00,2021-11-23 07:57:00,3,24,55,21,7:24:00,38,6126,61.26
2021-11-23 23:30:00,2021-11-24 07:57:00,3,27,59,14,8:17:00,38,4394,43.94
2021-11-24 23:18:00,2021-11-25 06:54:00,2,20,56,24,7:31:00,25,8123,81.23
2021-11-25 23:35:00,2021-11-26 07:53:00,2,16,56,28,8:05:00,25,15100,151
2021-11-26 23:49:00,2021-11-27 06:58:00,1,28,46,26,7:08:00,13,9238,92.38
2021-11-27 23:57:00,2021-11-28 08:08:00,2,23,62,15,7:58:00,25,18297,182.97
2021-11-28 02:24:00,2021-11-29 10:13:00,2,23,57,20,7:42:00,25,13448,134.48
2021-11-29 23:51:00,2021-11-30 07:59:00,2,26,52,22,8:03:00,25,7357,73.57
2021-11-30 23:53:00,2021-12-2 07:49:00,2,22,60,18,7:47:00,25,2019,20.19
2021-12-2 23:52:00,2021-12-3 07:50:00,2,20,51,29,7:51:00,25,11409,114.09
2021-12-3 23:37:00,2021-12-4 06:51:00,1,25,49,26,7:09:00,13,4574,45.74
2021-12-4 00:14:00,2021-12-5 08:18:00,1,20,70,10,8:00:00,13,12239,122.39
2021-12-5 00:31:00,2021-12-6 08:59:00,2,26,56,18,8:09:00,25,14739,147.39
2021-12-6 23:48:00,2021-12-7 07:06:00,2,28,53,19,7:01:00,25,5696,56.96
2021-12-7 23:41:00,2021-12-9 07:30:00,1,31,50,19,6:15:00,13,2987,29.87
2021-12-9 23:50:00,2021-12-10 06:47:00,1,21,62,17,6:55:00,13,2805,28.05
2021-12-10 01:02:00,2021-12-11 07:24:00,2,5,68,27,6:11:00,25,7440,74.4
2021-12-11 00:00:00,2021-12-12 08:56:00,1,26,55,19,8:50:00,13,7638,76.38
2021-12-12 08:00:00,2021-12-13 09:03:00,1,20,53,27,8:08:00,13,4490,44.9
2021-12-13 23:12:00,2021-12-14 07:36:00,2,36,39,25,8:17:00,25,5768,57.68
2021-12-14 23:15:00,2021-12-15 07:29:00,2,17,68,15,7:52:00,25,6442,64.42
2021-12-15 23:35:00,2021-12-16 07:10:00,1,22,62,16,7:30:00,13,4470,44.7
2021-12-16 00:02:00,2021-12-17 09:22:00,1,21,49,30,9:11:00,13,11228,112.28
2021-12-17 00:27:00,2021-12-18 08:30:00,2,18,63,19,7:56:00,25,7408,74.08
2021-12-18 01:02:00,2021-12-19 08:04:00,1,18,58,24,6:57:00,13,8173,81.73
2021-12-19 00:01:00,2021-12-21 08:29:00,3,16,62,22,8:05:00,38,7022,70.22
2021-12-21 23:53:00,2021-12-20 07:42:00,2,29,47,24,7:31:00,25,10635,106.35
2021-12-20 23:42:00,2021-12-22 07:27:00,1,16,64,20,7:39:00,13,7355,73.55
2021-12-22 23:45:00,2021-12-23 07:31:00,1,17,65,18,7:31:00,13,12004,120.04
2021-12-23 23:56:00,2021-12-25 07:25:00,0,22,61,17,7:29:00,0,6737,67.37
2021-12-25 01:30:00,2021-12-26 09:00:00,1,17,17,21,7:27:00,13,10040,100.4
2021-12-26 01:08:00,2021-12-27 09:49:00,3,18,64,18,8:20:00,38,10577,105.77
2021-12-27 01:19:00,2021-12-28 09:53:00,2,9,67,24,8:08:00,25,5241,52.41
2021-12-28 07:43:00,2021-12-29 00:02:00,1,16,65,19,7:34:00,13,9356,93.56
2021-12-29 23:20:00,2021-12-30 07:30:00,2,16,52,32,7:52:00,25,6664,66.64
2021-12-30 23:41:00,2021-12-31 07:48:00,3,16,71,13,7:41:00,38,8667,86.67
2021-12-31 23:41:00,2022-1-1 07:35:00,4,18,66,16,7:40:00,50,9059,90.59
2022-1-1 02:04:00,2022-1-4 11:52:00,2,24,61,15,9:17:00,,3519,35.19
2022-1-4 23:35:00,2022-1-5 07:48:00,1,17,66,17,7:44:00,13,8934,89.34
2022-1-5 00:14:00,2022-1-6 07:52:00,6,16,55,29,9:34:00,75,4526,45.26
2022-1-6 00:04:00,2022-1-7 07:35:00,0,0,97,3,10:18:00,0,4457,44.57
2022-1-7 23:40:00,2022-1-8 07:35:00,5,23,57,20,8:36:00,63,4817,48.17
2022-1-8 01:11:00,2022-1-10 10:15:00,3,16,67,17,10:27:00,38,9030,90.3
2022-1-10 04:50:00,2022-1-9 13:20:00,5,29,48,23,9:31:00,63,6326,63.26
2022-1-9 23:56:00,2022-1-11 07:31:00,3,17,60,23,7:38:00,38,13234,132.34
2022-1-11 23:37:00,2022-1-12 07:29:00,3,24,58,18,8:50:00,38,5303,53.03
2022-1-12 00:12:00,2022-1-23 07:29:00,5,13,75,12,7:50:00,63,5000,50
2022-1-23 01:09:00,2022-1-24 10:35:00,2,22,61,17,9:52:00,25,9909,99.09
2022-1-24 23:58:00,2022-1-25 07:29:00,2,23,60,17,8:52:00,25,5333,53.33
2022-1-25 23:21:00,2022-1-26 08:00:00,2,21,62,17,7:41:00,25,3658,36.58
2022-1-26 00:25:00,2022-1-27 07:30:00,2,17,61,22,8:31:00,25,5674,56.74
2022-1-27 23:26:00,2022-1-28 06:21:00,1,28,50,22,7:27:00,13,4674,46.74
2022-1-28 23:05:00,2022-1-29 08:09:00,4,14,55,31,8:58:00,50,4654,46.54
2022-1-29 00:14:00,2022-1-30 08:36:00,3,20,61,19,8:03:00,38,8439,84.39
2022-1-30 01:44:00,2022-1-31 10:53:00,1,21,56,23,7:25:00,13,5364,53.64
2022-1-31 00:30:00,2022-2-1 07:50:00,5,13,69,18,7:49:00,63,3519,35.19
2022-2-1 00:02:00,2022-2-2 07:29:00,2,18,63,19,8:52:00,25,4289,42.89
2022-2-2 00:25:00,2022-2-3 07:30:00,3,13,63,24,8:14:00,38,3754,37.54
2022-2-3 00:00:00,2022-2-4 07:29:00,7,11,73,16,8:47:00,88,6854,68.54
2022-2-4 00:19:00,2022-2-5 07:30:00,2,23,56,21,6:02:00,25,4266,42.66
2022-2-5 23:59:00,2022-2-6 09:17:00,2,27,45,28,8:19:00,25,6741,67.41
2022-2-6 08:35:00,2022-2-7 00:26:00,2,35,43,22,7:59:00,25,8259,82.59
2022-2-7 23:30:00,2022-2-8 07:43:00,1,28,51,21,8:18:00,13,9844,98.44
2022-2-8 00:06:00,2022-2-9 07:29:00,0,2,96,2,14:11:00,0,4494,44.94
2022-2-9 04:42:00,2022-2-10 07:48:00,3,16,75,9,7:29:00,38,5708,57.08
2022-2-10 23:44:00,2022-2-11 07:47:00,4,14,68,18,9:47:00,50,3274,32.74
2022-2-11 23:37:00,2022-2-12 07:35:00,3,15,68,17,8:22:00,38,1499,14.99
2022-2-12 01:12:00,2022-2-13 09:48:00,5,32,44,24,7:52:00,63,5904,59.04
2022-2-13 00:56:00,2022-2-14 10:53:00,3,26,51,23,9:01:00,38,8390,83.9
2022-2-14 00:19:00,2022-2-15 07:29:00,3,20,57,23,8:05:00,38,10621,106.21
2022-2-15 00:20:00,2022-2-16 07:35:00,3,28,51,21,9:17:00,38,4409,44.09
2022-2-16 22:15:00,2022-2-17 07:35:00,3,13,55,32,9:15:00,38,1893,18.93
2022-2-17 23:48:00,2022-2-19 07:16:00,4,36,45,19,8:26:00,50,5054,50.54
2022-2-19 00:45:00,2022-2-20 08:00:00,3,29,43,28,9:31:00,38,7956,79.56
2022-2-20 20:00:00,2022-2-21 06:00:00,4,27,47,26,8:51:00,50,5440,54.4
2022-2-21 23:39:00,2022-2-22 07:45:00,3,17,63,20,7:39:00,38,5411,54.11
2022-2-22 23:43:00,2022-2-23 08:00:00,3,21,52,27,9:05:00,38,4574,45.74
2022-2-23 23:35:00,2022-2-24 10:51:00,6,15,66,19,9:56:00,75,2514,25.14
2022-2-24 20:00:00,2022-2-25 09:45:00,2,19,59,22,8:23:00,25,5060,50.6
2022-2-25 00:20:00,2022-2-26 09:17:00,5,21,57,22,8:23:00,63,6465,64.65
2022-2-26 22:56:00,2022-2-28 04:10:00,6,17,56,27,9:15:00,75,16382,163.82
2022-2-28 00:53:00,2022-3-2 07:38:00,3,27,48,25,8:04:00,38,2810,28.1
2022-3-2 07:28:00,2022-3-3 00:25:00,1,27,54,19,5:17:00,13,7735,77.35
2022-3-3 23:34:00,2022-3-4 10:34:00,4,19,63,18,11:01:00,50,4698,46.98
2022-3-4 23:46:00,2022-3-5 07:31:00,5,16,62,22,4:46:00,63,6746,67.46
2022-3-5 00:54:00,2022-3-6 10:08:00,5,16,63,21,9:46:00,63,6392,63.92
2022-3-6 00:50:00,2022-3-7 10:25:00,6,19,54,27,9:15:00,75,11050,110.5
2022-3-7 00:19:00,2022-3-8 05:30:00,5,29,47,24,8:04:00,63,6135,61.35
2022-3-8 23:59:00,2022-3-9 07:29:00,6,25,52,23,11:04:00,75,4712,47.12
2022-3-9 23:45:00,2022-3-10 07:48:00,7,23,55,22,9:41:00,88,9175,91.75
2022-3-10 22:53:00,2022-3-11 06:33:00,4,16,73,11,9:30:00,50,6664,66.64
2022-3-11 23:25:00,2022-3-12 07:56:00,2,20,64,16,9:46:00,25,4086,40.86
2022-3-12 00:46:00,2022-3-13 10:28:00,5,24,58,18,9:37:00,63,10407,104.07
2022-3-13 00:35:00,2022-3-14 10:29:00,1,18,63,19,11:18:00,13,6752,67.52
2022-3-14 23:42:00,2022-3-15 07:25:00,0,4,84,12,14:25:00,0,3161,31.61
2022-3-15 23:23:00,2022-3-16 07:29:00,5,27,57,16,7:05:00,63,11041,110.41
2022-3-16 00:45:00,2022-3-17 06:22:00,0,1,96,3,9:19:00,0,6052,60.52
2022-3-17 23:04:00,2022-3-18 07:43:00,3,21,70,9,9:11:00,38,6333,63.33
2022-3-18 00:01:00,2022-3-19 09:31:00,2,22,53,25,7:58:00,25,5596,55.96
2022-3-19 23:34:00,2022-3-20 09:25:00,4,20,61,19,10:11:00,50,4806,48.06
2022-3-20 00:45:00,2022-3-21 09:08:00,4,25,52,23,8:07:00,50,7513,75.13
2022-3-21 22:01:00,2022-3-22 09:04:00,3,24,56,20,9:04:00,38,5657,56.57
2022-3-22 23:23:00,2022-3-23 07:26:00,7,18,65,17,9:37:00,88,8036,80.36
2022-3-23 00:42:00,2022-3-24 07:35:00,2,23,51,26,8:24:00,25,4049,40.49
2022-3-24 04:01:00,2022-3-25 07:48:00,3,22,56,22,9:52:00,38,4978,49.78
2022-3-25 23:53:00,2022-3-26 08:11:00,4,35,45,20,8:05:00,50,4805,48.05
2022-3-26 00:00:00,2022-3-27 09:30:00,2,20,61,19,8:56:00,25,7854,78.54
2022-3-27 01:00:00,2022-3-28 09:27:00,4,24,62,14,9:21:00,50,5517,55.17
2022-3-28 23:31:00,2022-3-29 07:33:00,3,27,46,27,8:00:00,38,3571,35.71
2022-3-29 22:33:00,2022-3-30 07:51:00,4,21,52,27,8:31:00,50,3818,38.18
2022-3-30 23:43:00,2022-3-31 07:59:00,4,35,41,24,10:06:00,50,5676,56.76
